f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,label
8014.8555,1.421798,1.531503,1.941547,2.737128,-2.541546,-4.416777,-4.947857,8505.458,1.559876,1.88086,2.567133,3.430229,-2.941659,-4.920863,-4.746548,14721.0639,4.095884,3.988988,5.268555,5.871953,-1.860659,-2.995448,-8.301253,17644.2715,5.020024,4.750548,6.232943,6.811116,-2.069674,-3.3897,-3.486899,5562.9498,5.936917,1.094066,1.518722,1.894547,-1.366511,-2.236728,-2.319767,6469.5082,6.144781,1.271979,1.761445,2.158599,-1.609051,-2.665143,-2.800727,11849.3349,3.961929,3.640951,5.228364,5.759728,-1.709028,-2.832682,-3.416968,13573.1265,4.312488,4.117071,5.968391,6.494489,-1.950502,-3.203273,-5.144105,11518.2714,1.683069,2.528548,3.482362,4.412695,-3.315707,-5.53808,-5.464804,9485.0507,1.487965,1.981988,2.547052,3.999581,-3.128695,-5.259133,-5.133652,18580.5478,5.1738,5.189507,7.091943,7.56131,-2.212064,-3.539608,-3.781002,19065.1604,8.170303,4.544342,5.785534,6.331642,-2.327615,-3.644892,-3.596609,5837.7027,5.035865,1.232657,1.790684,2.204085,-1.508235,-2.414665,-2.65019,6159.4428,5.064196,1.338999,2.007606,2.452246,-1.565854,-2.483638,-2.924672,16440.0923,5.152383,5.112081,7.587778,8.310255,-2.304997,-3.50356,-4.160778,14319.0044,5.499997,4.385677,6.476741,7.167659,-1.965371,-2.979638,-4.275446,0
11466.6084,3.530122,2.46077,3.517818,6.729607,-1.757527,-2.545549,-8.890945,32879.7167,5.121814,8.673148,13.693084,19.550724,-6.303397,-9.597163,-25.933283,9077.5381,3.613453,2.934293,5.271881,10.340142,-1.951266,-3.102877,-9.318735,9216.0583,3.502441,2.978097,5.377171,8.492804,-1.96194,-3.195461,-9.089325,2325.7221,2.39102,0.96171,2.629436,6.670498,-0.555818,-1.150755,-4.1018,2070.8761,2.26861,0.843274,2.249504,3.848589,-0.476517,-0.971189,-4.312742,11704.6426,3.766109,4.271502,8.612338,13.431362,-2.756427,-4.522723,-11.778507,12278.229,3.75704,4.58242,9.689383,15.440773,-2.92365,-4.952691,-12.653511,26673.4648,3.679879,5.845319,7.981937,12.99815,-4.291314,-6.282389,-16.956158,17886.7881,3.033008,3.726688,5.115911,8.62408,-2.617209,-3.758755,-12.16884,11191.4444,3.703629,3.243704,5.113828,7.369372,-2.23259,-3.237911,-7.408186,8897.1858,3.482748,2.661807,4.291894,6.755232,-1.83032,-2.588394,-6.329634,3096.0866,2.537401,1.237518,3.499615,5.686226,-0.681955,-1.197943,-3.507822,3148.127,2.53257,1.218893,3.16514,5.393793,-0.669925,-1.091774,-3.226579,14014.0508,3.968828,4.55671,8.351821,11.127033,-3.102389,-4.794205,-10.71807,12638.2315,3.861193,4.212833,7.440324,10.082387,-2.766409,-4.309795,-8.318333,1
572.7696,2.201791,0.150181,0.452579,2.744382,-0.130078,-0.390595,-2.687261,4722.8521,2.237425,1.22614,2.166366,5.47584,-0.952934,-1.625988,-7.086394,10154.7969,2.483862,2.553009,3.616398,8.957309,-1.485672,-2.678724,-10.225726,11352.2525,2.534155,2.844777,4.042327,9.29985,-1.559988,-2.87911,-13.072151,2113.8345,2.132233,0.746668,1.589238,3.976439,-0.397624,-0.827264,-4.16536,2124.3759,2.158012,0.736505,1.537929,3.958889,-0.403493,-0.7978,-3.9531,9176.961,2.376824,2.820101,4.382744,10.300228,-1.467364,-2.830267,-10.535536,10426.6724,2.46316,3.135972,4.704903,10.524509,-1.619222,-3.114963,-12.055035,2329.7705,1.387756,0.562429,1.057701,3.803523,-0.25445,-0.577846,-4.032872,2301.3467,1.383931,0.518455,0.962693,3.938657,-0.226416,-0.518983,-3.745036,6096.6563,2.08457,1.671253,2.432123,5.639831,-1.08059,-1.755571,-5.329264,6889.1861,2.132309,1.67588,2.306873,5.581718,-1.136258,-1.833403,-5.326303,3427.6072,2.421584,1.173508,2.343252,4.22329,-0.624702,-1.142755,-3.635133,3812.5664,2.576324,1.268101,2.394988,4.55132,-0.698553,-1.17198,-3.671213,6394.5982,2.079645,2.022389,3.000358,5.97505,-1.206776,-2.101156,-5.945064,5625.084,2.086922,1.794028,2.745853,5.546927,-1.070463,-1.851929,-5.328585,0
8214.0645,2.665031,1.709838,2.655658,5.857481,-1.28656,-1.905999,-6.721636,28578.0713,4.156568,7.563951,12.053333,17.274027,-5.565047,-8.61167,-24.31234,7913.7971,3.138738,2.616782,4.789938,8.587033,-1.760736,-2.876867,-7.918896,8056.092,3.045415,2.624702,4.878605,7.512862,-1.768834,-2.867926,-8.343387,2098.1991,2.196456,0.881923,2.378265,4.707135,-0.51712,-1.07551,-4.453192,1846.962,2.08562,0.788681,2.247748,4.326842,-0.452614,-0.955033,-3.738863,10313.5957,3.31112,3.789208,7.952666,11.986623,-2.483087,-4.173061,-12.230884,10818.688,3.262198,4.074807,8.802714,13.215924,-2.64723,-4.562935,-11.318021,24386.209,3.181449,5.309953,7.304952,12.430391,-4.073186,-5.814375,-19.113065,16246.9297,2.641705,3.383949,4.874621,8.388671,-2.464508,-3.598685,-13.671931,9504.0478,3.181756,2.802101,4.481804,7.431872,-1.967717,-2.854425,-6.319336,7569.0332,3.028276,2.321966,3.865853,6.300409,-1.614803,-2.407683,-6.082313,2767.2806,2.264022,1.130186,3.208981,5.746957,-0.643873,-1.200278,-3.720245,2816.0886,2.287311,1.119614,3.024733,4.981332,-0.634897,-1.142864,-3.547525,11937.9633,3.379741,3.94377,7.302521,9.907704,-2.737281,-4.291143,-9.426749,10777.3037,3.332991,3.669348,6.822129,9.977397,-2.452546,-3.935281,-8.130267,1
26297.4122,6.497997,6.177141,8.240791,11.526098,-4.323567,-6.19172,-13.837842,28260.4731,8.063026,7.529286,10.750936,13.67092,-4.7632,-6.277539,-17.151813,3727.9744,2.210548,1.711028,4.138077,6.907763,-0.959071,-1.573422,-4.532057,3694.8808,2.152968,1.74514,4.325781,7.175907,-0.989193,-1.671869,-3.994727,2017.3326,2.375977,0.865633,2.683728,6.114628,-0.52052,-1.142653,-3.026003,1750.7205,2.382927,0.742642,2.226363,4.71924,-0.445621,-0.905387,-3.079506,5158.4997,2.744281,2.55188,6.510075,10.578975,-1.416828,-2.356068,-5.525187,5294.398,2.705908,2.726209,7.363488,10.309516,-1.498247,-2.529651,-5.994624,28420.7666,5.89496,7.132491,9.899897,14.676095,-4.58547,-6.492747,-23.699884,23788.7715,5.395233,5.708546,7.86475,11.822886,-3.626865,-5.385487,-17.524757,4242.7758,2.184834,1.916559,4.179208,7.184066,-1.084369,-1.723264,-5.439811,3883.3374,2.183731,1.647032,3.577732,7.206271,-0.959815,-1.589038,-4.806532,2250.4302,2.703359,0.971439,2.925603,6.654512,-0.568089,-1.256009,-4.455585,2072.2771,2.54892,0.888666,2.649411,6.397126,-0.502482,-1.077916,-4.027253,5838.1716,2.636531,3.16576,7.69433,12.325008,-1.697747,-2.964483,-6.802843,5533.4581,2.856633,2.788444,7.177482,12.31979,-1.537721,-2.562213,-5.796341,1
16.7915,1.007566,0.088684,0.375036,2.766781,-0.087878,-0.356653,-2.976366,2921.044,1.498577,1.061441,1.978606,6.133378,-0.508569,-1.052727,-6.192215,1859.3081,1.233299,0.719812,1.333971,6.771647,-0.377858,-1.088781,-8.293685,1930.3994,1.223245,0.812498,1.457425,7.170261,-0.423897,-1.203922,-8.672232,846.4843,1.431662,0.263076,0.667456,4.157188,-0.169268,-0.59653,-4.070439,856.477,1.441046,0.26499,0.673253,3.628288,-0.160257,-0.531377,-4.616734,3389.0445,1.43883,0.880646,1.449942,6.435311,-0.484206,-1.286894,-8.545366,3706.9229,1.443934,1.004756,1.668976,7.482213,-0.548407,-1.468894,-9.212816,1250.5264,1.155798,0.497892,1.052259,4.639625,-0.202326,-0.554085,-3.914088,1014.3589,1.133609,0.395965,0.834172,3.573052,-0.168497,-0.488062,-3.688153,1623.0664,1.251818,0.431148,0.815652,3.979523,-0.288485,-0.742049,-4.266417,1333.5015,1.188703,0.417634,0.805441,4.569247,-0.244395,-0.656474,-4.489412,1417.0249,1.54178,0.396744,0.83877,2.856398,-0.241418,-0.578059,-2.899026,1545.2031,1.585905,0.423089,0.89918,3.122317,-0.253853,-0.567473,-2.973256,2422.7758,1.34599,0.547919,1.131587,4.144822,-0.414902,-0.924605,-3.846362,2169.2983,1.35813,0.505364,1.125547,4.315803,-0.368905,-0.764922,-3.924688,0
63927.2217,14.956941,19.971376,29.188512,33.29132,-10.433776,-16.062245,-49.490143,57405.8483,15.613843,20.250266,32.57749,37.525114,-9.756099,-14.109473,-44.929168,12304.2205,6.392772,3.964342,7.366502,9.70441,-2.726624,-4.132365,-10.335102,12430.6953,6.145937,4.028903,7.58553,11.635086,-2.780343,-4.164347,-11.397157,3845.5513,4.165718,1.609684,4.022781,6.214146,-0.919059,-1.599611,-4.384381,3020.5721,4.715781,1.226513,3.112343,5.282834,-0.688166,-1.2425,-3.934958,14970.6416,7.455523,6.043319,11.904249,15.251811,-3.944826,-6.672673,-17.767853,15614.0096,7.265349,6.22033,12.225191,16.442232,-4.120191,-6.976463,-17.730782,62797.0669,11.568555,20.215164,30.387015,37.959544,-9.297549,-14.824328,-60.945409,50878.3696,11.37653,15.964343,23.00974,30.686171,-7.453153,-11.685575,-48.451406,13615.2168,6.505886,4.451585,7.487236,10.530671,-2.949599,-4.506962,-10.853676,10803.5973,6.440645,3.558823,6.341714,8.951311,-2.344393,-3.568995,-10.005102,4018.8239,4.716139,1.719803,4.432929,7.836516,-0.961312,-1.909178,-5.561091,3839.169,4.656483,1.598137,4.26244,7.432481,-0.884483,-1.684747,-4.89109,17335.9702,8.009094,7.03546,13.291536,18.126433,-4.555379,-7.762551,-25.15009,14585.7879,8.189021,6.099452,12.127991,15.709651,-3.887082,-6.731473,-19.326895,1
14570.6997,3.547689,3.181296,4.395366,8.945003,-2.390543,-3.621038,-10.895665,36463.2715,5.687515,9.685022,14.546298,21.747081,-6.949909,-10.288449,-25.572138,10499.4095,4.308733,2.964566,5.138016,8.486383,-2.237744,-3.561771,-10.067683,10698.8989,4.158195,3.007109,5.211572,8.115316,-2.251229,-3.561539,-9.653126,2556.9026,2.570372,0.936217,2.420813,5.251664,-0.600103,-1.206676,-4.303187,2296.4324,2.436742,0.842978,2.16836,4.42138,-0.511847,-1.090749,-3.923182,13966.8108,4.524301,4.455732,8.369221,12.773192,-3.19265,-5.124305,-13.989846,14541.8544,4.508883,4.73675,9.208626,13.101622,-3.426099,-5.809396,-13.199502,29540.5957,3.960028,6.390428,8.512241,12.896353,-4.676933,-6.588759,-22.647772,19583.9141,3.255651,4.016857,5.460184,8.879569,-2.814176,-4.044314,-13.359956,13234.6074,4.40324,3.373388,5.051087,7.266424,-2.625019,-3.854331,-8.196396,10823.0337,4.071146,2.857378,4.486639,6.739396,-2.207074,-3.202594,-6.598743,3593.6057,2.816994,1.275001,3.22508,5.701064,-0.767753,-1.333889,-3.98925,3642.6247,2.819393,1.271064,2.919507,5.038451,-0.74835,-1.316003,-3.809477,16738.707,4.666661,4.744054,7.932978,10.989815,-3.682565,-5.88538,-11.651845,15061.2231,4.454538,4.429289,7.269151,9.81433,-3.282285,-5.152925,-9.690892,1
594.0708,1.528445,0.14162,0.375531,2.408204,-0.129943,-0.36716,-2.726598,4443.4195,2.024684,1.157567,2.146882,5.130625,-0.823364,-1.496107,-5.74463,7393.1079,2.076385,1.815742,2.701659,8.861066,-0.937454,-1.87513,-9.349312,8237.4283,2.11559,2.009903,2.920848,9.415864,-0.97622,-2.060678,-10.221103,1636.3562,1.861527,0.544838,1.150484,3.955842,-0.304515,-0.705774,-3.730791,1650.3803,1.881503,0.544073,1.207671,3.975256,-0.301905,-0.714678,-3.383623,7449.6235,2.07929,1.983221,2.844483,7.941058,-1.105803,-2.223187,-8.896558,8430.3648,2.144613,2.204832,3.122051,8.922261,-1.227327,-2.286575,-10.305807,1887.1734,1.286518,0.526611,1.052326,4.258171,-0.232007,-0.528301,-3.71081,1829.1801,1.283641,0.459064,0.886484,3.173726,-0.200187,-0.504481,-3.705277,4515.4619,1.769321,1.125724,1.5938,5.029897,-0.754057,-1.285273,-5.040538,4876.2325,1.785086,1.148731,1.641854,4.563068,-0.727031,-1.226204,-5.12691,2641.4246,2.060775,0.842735,1.672824,3.777306,-0.468997,-0.866041,-3.44024,2936.5747,2.177263,0.898393,1.632486,3.727411,-0.516266,-0.879528,-3.107885,5026.8965,1.806451,1.329728,1.880609,4.922841,-0.900282,-1.472905,-4.96262,4438.5258,1.814583,1.192434,1.715015,4.465428,-0.782644,-1.325913,-4.815408,0
36837.1914,2.913,9.0663,12.322,27.2663,-7.6284,-10.274,-26.4028,34134.0899,2.2715,9.286,13.2213,21.3524,-7.7339,-10.4526,-33.4842,10494.6834,4.0279,2.6796,4.3298,6.2864,-2.4607,-3.7167,-7.9989,10507.2539,3.9178,2.7283,4.4681,7.4933,-2.4731,-3.7317,-7.1093,3218.1248,2.5193,1.1517,2.6846,4.4528,-0.8879,-1.5129,-3.4363,2711.4498,2.4865,0.96675,2.2556,4.2525,-0.73431,-1.2418,-3.0664,13393.9077,4.0849,4.2585,7.6512,10.1646,-3.7406,-6.0616,-10.1005,13989.164,4.0662,4.4628,8.0317,11.0615,-3.918,-6.3236,-10.8169,36917.2969,2.6414,9.5849,13.4367,35.0317,-7.6604,-11.4152,-41.3997,28436.2305,2.4744,6.9283,10.179,22.7103,-5.8444,-8.4921,-27.4962,11864.7932,4.129,2.9852,4.5054,7.6689,-2.688,-3.9816,-8.7834,9563.7078,3.9091,2.5089,3.996,6.1567,-2.2237,-3.3348,-7.7016,3342.863,2.5911,1.2136,2.8401,5.4617,-0.91591,-1.6371,-3.8403,2990.7831,2.5147,1.039,2.4788,4.7399,-0.77955,-1.4143,-4.1053,15064.5498,4.175,4.6015,7.8577,10.6095,-4.1642,-6.9108,-12.9057,13032.4023,4.1062,4.1927,7.4934,10.1285,-3.6746,-6.0107,-10.5893,1
33135.1226,8.82276,7.677143,10.137063,14.870201,-6.257138,-8.287556,-17.435703,39475.5268,9.89464,10.141156,14.118621,17.980792,-7.814489,-10.205126,-21.995687,7127.8496,2.923155,2.729262,5.942729,10.605309,-1.625304,-2.481518,-4.786273,7170.5129,2.883328,2.753252,6.239054,10.381088,-1.639324,-2.501607,-4.656493,3284.1724,2.883835,1.295794,3.60919,7.169093,-0.808389,-1.394793,-3.776459,2858.4264,2.871142,1.108727,3.07119,6.057763,-0.701485,-1.225956,-2.753294,9660.0544,3.714244,3.834368,8.94425,13.656433,-2.463934,-4.011144,-6.740465,9815.7886,3.669702,4.06224,9.811844,14.015232,-2.547973,-4.134548,-6.810197,36493.6675,7.215436,8.775506,11.786258,18.765009,-7.455779,-10.229034,-32.643679,29536.9506,6.573064,6.978387,9.330158,16.911754,-5.910932,-8.113192,-28.256627,8517.7812,3.060964,3.113198,6.312331,9.827047,-1.796639,-2.6955,-5.546886,7288.8887,2.829259,2.663406,5.382505,10.924275,-1.596478,-2.428394,-5.628256,3581.5389,3.247836,1.435798,3.945224,8.349105,-0.871921,-1.542791,-4.058777,3330.0262,3.109944,1.293625,3.580476,7.748369,-0.770117,-1.334728,-3.725397,10868.1465,3.691058,4.589633,10.238041,15.651544,-2.907418,-4.887648,-9.211752,10089.03,3.772175,4.11557,9.322751,14.092953,-2.67729,-4.469144,-7.437854,1
-35.6889,0.993944,0.166099,0.489363,3.484663,-0.130298,-0.528364,-3.735347,266.4145,1.053988,0.252687,0.559487,3.423493,-0.135535,-0.5783,-2.932816,1175.7173,1.522478,0.892762,1.723403,4.208079,-0.182931,-0.521362,-3.299125,1191.2175,1.496735,0.927999,1.815678,4.144909,-0.193502,-0.545734,-3.385026,252.019,1.201904,0.281837,0.826969,2.596229,-0.067213,-0.350667,-2.891391,188.9178,1.229708,0.210524,0.611304,2.648002,-0.056554,-0.28636,-2.189327,1081.2488,1.460447,1.199081,2.71896,4.759043,-0.205275,-0.485027,-3.134272,1191.3608,1.474226,1.289649,2.871159,5.486517,-0.224706,-0.565582,-4.192426,-10.3501,0.998603,0.218032,0.708032,5.664335,-0.157366,-0.623495,-5.268908,-91.1933,0.985175,0.156704,0.546789,5.102834,-0.130522,-0.519166,-3.816096,1288.6491,1.528458,0.947784,1.826082,5.610227,-0.205882,-0.532922,-4.56412,934.8774,1.468812,0.770281,1.593103,4.919168,-0.164006,-0.477857,-4.180351,214.9796,1.190208,0.270743,0.835907,4.290327,-0.070615,-0.400671,-3.366526,272.7891,1.263393,0.281797,0.820301,3.928816,-0.073675,-0.423613,-3.396556,1116.7353,1.438412,1.262702,2.892257,6.930972,-0.218152,-0.622342,-4.482534,904.9898,1.433707,1.068069,2.532958,5.36972,-0.183779,-0.534087,-4.635975,0
9423.25,2.666563,2.491696,4.04413,6.362862,-1.439788,-2.357759,-6.225294,10142.4072,3.079234,3.009538,4.967546,7.533338,-1.426181,-2.174286,-7.160336,17166.0596,3.449795,5.431547,7.722581,12.06348,-2.561714,-4.009221,-10.903385,18982.6861,3.539186,6.003168,8.449948,11.682094,-2.684296,-4.079025,-10.393725,3158.8841,2.699499,1.281427,2.825007,4.604249,-0.599798,-1.047123,-3.366583,3304.6861,2.748793,1.342421,2.922419,4.93293,-0.635279,-1.129694,-3.188303,15109.6767,3.223449,5.898369,9.893927,14.074374,-2.563772,-4.178981,-10.024121,17372.5483,3.340721,6.521163,10.903357,14.936317,-2.865091,-4.788424,-11.477084,7330.4517,2.483624,1.677593,2.441901,4.38301,-0.834771,-1.252511,-4.248545,8177.836,2.432614,1.700169,2.33105,4.032606,-0.842729,-1.263806,-4.86678,9184.8208,2.69748,2.937785,4.355026,5.865437,-1.816184,-2.660834,-5.597126,10452.1504,2.636793,3.237914,4.583014,6.980519,-1.927343,-2.879986,-6.202293,5982.2644,3.520571,2.226016,4.463967,6.27616,-1.136603,-1.751756,-3.901556,6922.1482,3.91169,2.417277,4.600276,5.861253,-1.297608,-1.910881,-3.529952,8922.2949,2.535412,3.286338,5.67774,7.73457,-2.021405,-3.132228,-6.024062,7916.3862,2.56384,2.980841,5.328122,7.408738,-1.789188,-2.707956,-5.255366,0
92.4713,1.128118,0.045249,0.29273,2.0553,-0.037219,-0.262389,-2.581216,9415.6494,2.565684,3.527559,6.561662,10.729653,-1.252802,-2.102791,-8.551,2937.8428,2.055353,1.464226,3.040457,5.891408,-0.506014,-0.981043,-5.237386,3010.0027,2.007252,1.465816,3.110986,6.613745,-0.507287,-1.015754,-5.527551,899.6032,1.560065,0.603916,1.774557,3.58818,-0.193608,-0.576377,-3.462418,843.5286,1.540438,0.60382,1.871792,3.447369,-0.177978,-0.524742,-3.267389,3898.6741,2.198031,2.325047,5.534827,9.235088,-0.728588,-1.379655,-5.701533,4152.3628,2.164951,2.475023,5.910259,9.154057,-0.759658,-1.509379,-6.821941,8852.0473,2.097478,2.6061,4.438585,7.69932,-1.004274,-1.678544,-8.712531,6478.7124,1.918523,1.805019,3.104821,5.939572,-0.685601,-1.222521,-5.988707,3400.0114,2.062649,1.415648,2.550412,5.195279,-0.519644,-0.896712,-3.777554,2647.1265,2.010891,1.226282,2.487955,4.276166,-0.433877,-0.724861,-3.117301,1340.9248,1.659,0.877649,2.786064,5.521832,-0.244678,-0.506396,-2.55097,1357.7709,1.687082,0.905501,2.786064,4.565154,-0.250659,-0.547504,-2.729291,4432.1145,2.230683,2.208651,4.872998,8.162078,-0.718535,-1.117561,-4.019708,3957.3118,2.233002,2.032533,4.521065,7.189205,-0.663752,-1.067968,-4.083228,1
4380.4673,1.88592,1.113962,1.57499,4.113674,-0.432188,-0.878445,-4.52253,11543.8418,3.354167,3.079033,4.380807,6.861493,-1.867289,-2.538061,-10.273056,15411.5585,8.673384,4.844155,6.993463,9.787626,-2.512242,-4.186963,-12.960487,17075.9116,8.924652,5.330679,7.53989,10.521667,-2.737458,-4.391361,-15.430347,4942.5577,5.111701,1.759735,3.27229,6.062789,-1.234879,-2.252259,-5.855896,4343.8418,5.207913,1.52711,2.786425,5.354424,-1.043973,-2.022487,-5.311247,14968.4897,7.036441,5.873172,10.219348,14.735655,-3.001335,-5.452,-13.559778,16560.2815,7.424852,6.347506,10.764057,14.513188,-3.365498,-5.867204,-13.371466,3142.6607,1.46831,0.88194,1.394675,5.483872,-0.456337,-1.068036,-6.866536,4255.5733,1.805665,1.122947,1.62502,5.134464,-0.444785,-0.969139,-6.825819,12297.2644,6.80186,4.188953,6.286203,9.204579,-2.123228,-3.688247,-12.265817,12434.7884,6.847605,3.961609,5.61492,8.620221,-2.044505,-3.53557,-11.228319,5326.9514,5.899469,1.881189,3.385511,6.816744,-1.364434,-2.556586,-7.630228,5722.5004,6.341802,1.94741,3.506274,6.043369,-1.460935,-2.596763,-8.952435,12581.9096,5.62083,5.360153,9.355834,13.30315,-2.833958,-5.176501,-12.48129,11324.8967,5.452241,4.755602,8.199852,11.474898,-2.487817,-4.669792,-11.987768,0
29771.3359,2.215666,7.830118,11.967637,21.868839,-6.522792,-9.333361,-31.296398,17147.4727,1.636801,5.088579,8.619087,21.504909,-4.651931,-7.621826,-25.965529,7205.5214,2.472914,2.075461,3.457293,6.634515,-1.802674,-2.982362,-9.469481,7219.0743,2.40855,2.07466,3.480097,6.992403,-1.792951,-2.93371,-9.879962,2234.3203,1.782037,0.834933,2.053729,5.5792,-0.650969,-1.308766,-5.442592,1891.5916,1.774677,0.714041,1.827362,5.105139,-0.547471,-1.0794,-4.780061,9125.8842,2.509104,3.055309,5.929701,10.367845,-2.477429,-4.104228,-11.765235,9450.3486,2.507569,3.167765,6.176002,10.513051,-2.598537,-4.420761,-12.152498,28243.875,2.245083,6.990153,10.084593,20.234634,-5.63459,-8.143561,-30.059638,22380.9707,2.263257,5.20702,7.102305,13.81314,-4.248688,-6.123414,-20.712707,8389.2256,2.507265,2.312722,3.535564,5.938775,-1.983517,-2.922133,-6.639415,6474.542,2.443457,1.826312,2.925616,5.441673,-1.536115,-2.303475,-4.898772,2381.335,1.857734,0.88411,2.201182,3.97062,-0.667603,-1.229357,-3.177267,2307.877,1.828577,0.830402,1.964286,3.786037,-0.621608,-1.120314,-3.384987,10752.6016,2.592483,3.436566,5.988221,8.930176,-2.805487,-4.425824,-8.538908,8941.9829,2.525619,2.925273,5.322319,8.435715,-2.347746,-3.674585,-7.039792,1
72364.2495,17.526587,21.379083,31.57826,36.883814,-14.888241,-21.3971,-53.554632,73098.8574,15.259578,23.552666,38.026749,43.286612,-15.117375,-21.71239,-65.581839,24074.7371,7.331976,7.352146,12.712607,14.966507,-5.152862,-7.620592,-17.036827,23971.5708,7.149314,7.366484,13.273311,15.756777,-5.161132,-7.70806,-18.357784,5677.9463,3.199782,2.345453,6.366047,8.941745,-1.314387,-2.417756,-5.58234,5241.2959,3.017105,2.107103,5.584806,8.350796,-1.141594,-1.904356,-4.2934,29761.6675,7.557498,10.413029,19.511954,22.311934,-6.945339,-11.173723,-20.526632,31321.6138,7.533333,11.205531,22.000239,25.984962,-7.630904,-12.614298,-25.5954,57749.9136,11.243766,16.285925,23.306339,29.490478,-10.572281,-14.966345,-52.335106,47318.3086,10.240567,11.97256,16.427966,22.029236,-7.992811,-11.165355,-34.919057,28291.8957,7.95332,8.374983,13.397425,16.765095,-6.033329,-9.079605,-23.180075,22556.1836,7.456048,6.474484,10.162901,13.436306,-4.704682,-7.133421,-18.335662,7220.9536,3.458458,2.887293,8.072224,11.957766,-1.610874,-3.156388,-8.488341,7445.1099,3.482719,2.854898,7.474972,10.991512,-1.535554,-2.746054,-7.418729,36416.8052,8.466692,12.124507,21.620283,25.821071,-8.685947,-14.611097,-32.060511,32081.7773,8.047842,10.85212,19.033847,23.427258,-7.424177,-12.214744,-28.204515,1
42987.9101,2.56593,12.152321,18.551763,33.49017,-10.061492,-18.254755,-52.020219,32331.1035,2.303967,9.225534,14.517723,35.641882,-7.770275,-11.463874,-38.340789,14068.392,3.16579,4.321568,6.923089,11.381873,-3.648343,-6.119273,-16.815788,14053.957,3.075657,4.299647,6.920549,12.144687,-3.64033,-5.990124,-16.493383,2615.668,2.077767,1.023227,2.540548,5.313844,-0.7451,-1.459066,-4.835362,2289.7954,1.941932,0.880851,2.234174,5.985599,-0.649193,-1.277057,-5.181598,17428.5689,3.164215,6.098398,10.844641,17.824607,-4.864591,-8.309808,-19.968806,18229.7959,3.161647,6.493214,11.91099,18.173361,-5.243304,-9.76584,-23.527902,35845.6641,2.618386,8.936715,12.500603,23.069692,-6.916217,-9.65077,-33.185517,26179.8945,2.510267,5.87015,8.05858,15.694783,-4.678539,-6.555452,-20.055216,16677.2788,3.283576,4.95608,7.256976,10.372548,-4.130276,-6.203224,-13.205232,13149.1377,3.173054,3.881535,5.949538,8.310222,-3.267687,-5.026047,-11.756049,3846.1189,2.102896,1.406726,3.525989,6.003019,-1.078996,-1.954126,-4.391794,3908.1125,2.097071,1.400677,3.217043,5.192148,-1.05079,-1.877622,-4.371007,20399.7764,3.386518,6.821754,11.401117,16.087522,-5.56869,-9.373042,-17.248737,18006.4858,3.288951,6.087168,10.124097,13.681521,-4.804714,-7.989282,-14.984299,1
17539.9956,3.506358,4.673659,6.280433,6.993262,-2.921519,-4.076952,-6.609336,17379.5269,4.00255,5.078358,7.306467,8.172849,-2.983516,-4.143345,-6.422268,21536.4956,4.114924,7.718714,11.571986,13.472468,-3.61883,-5.103132,-8.694531,23929.71,4.415734,8.574899,12.936585,14.641981,-3.850586,-5.533333,-8.495463,6744.9145,3.473306,2.476969,4.483739,5.208812,-1.481185,-2.318048,-3.478291,7115.2254,3.61947,2.544155,4.444799,5.039955,-1.564347,-2.401746,-3.435602,19929.4107,3.865075,8.259373,13.776738,14.924153,-3.62377,-5.563023,-7.84191,22848.6172,4.189184,9.409337,15.740973,17.092824,-4.122636,-6.525404,-9.679694,11278.2651,3.446038,3.084664,4.238781,5.11636,-1.754163,-2.411729,-4.337382,12083.9605,3.085183,2.92804,3.842382,5.091234,-1.723512,-2.333552,-4.36912,14745.7696,3.074945,5.354428,8.047188,9.497806,-2.980729,-4.260708,-7.014641,16507.6568,3.69302,5.746455,8.47397,9.824221,-2.88452,-4.051237,-6.884025,8958.5164,4.10743,3.151973,5.501324,6.43991,-1.983151,-3.147158,-4.754251,10588.4429,4.490802,3.530934,5.889323,6.824018,-2.291495,-3.395973,-4.969959,16003.4677,3.154534,6.503489,10.812939,12.104927,-3.448395,-5.610079,-8.198266,14398.4825,3.178323,5.830435,9.786015,10.848474,-3.022189,-4.68877,-6.943749,0
